date,time,grid,trap,l_ear,r_ear,sex,age,weight,hindft,notes,b_key,session_id,study
8/9/05,NA,bonrip,4e,1811,1812,f,a,1600,134,NA,159,75,population
8/9/05,NA,bonrip,5e,1875,1876,f,a,1400,133,NA,188,75,population
8/9/05,NA,bonrip,6e,1873,1874,f,j,675,105,NA,187,75,population
8/9/05,NA,bonrip,7a,1871,1872,m,a,1350,135,NA,963,75,population
8/9/05,NA,bonrip,8c,1869,1870,f,a,1250,141,NA,186,75,population
8/9/05,NA,bonrip,8e,1861,1862,f,j,875,122,NA,183,75,population
8/9/05,NA,bonrip,9a,1865,1866,m,a,1150,131,NA,185,75,population
8/9/05,NA,bonrip,9c,1867,1868,f,a,1650,134,NA,962,75,population
8/10/05,NA,bonrip,10b,1893,1894,f,j,775,111,NA,196,75,population
8/10/05,NA,bonrip,10c,1634,1635,f,a,1525,NA,NA,106,75,population
8/10/05,NA,bonrip,1a,1907,1908,f,j,925,114,NA,201,75,population
8/10/05,NA,bonrip,1c,1848,1847,m,a,1375,138,NA,177,75,population
8/10/05,NA,bonrip,1e,1891,1892,f,j,700,NA,NA,195,75,population
8/10/05,NA,bonrip,2b,1909,1910,f,j,625,97,NA,202,75,population
8/10/05,NA,bonrip,2e,1911,1912,f,j,800,106,NA,203,75,population
8/10/05,NA,bonrip,3c,1899,1820,m,a,1575,143,NA,163,75,population
8/10/05,NA,bonrip,3d,1811,1812,f,a,1500,NA,NA,159,75,population
8/10/05,NA,bonrip,4c,1877,1878,f,a,1275,NA,NA,964,75,population
8/10/05,NA,bonrip,5a,1903,1904,f,a,1550,135,NA,199,75,population
8/10/05,NA,bonrip,5d,1905,1906,f,j,700,107,NA,965,75,population
8/10/05,NA,bonrip,6a,1901,1902,f,j,675,97,NA,198,75,population
8/10/05,NA,bonrip,6b,1858,1857,f,a,1250,130,NA,181,75,population
8/10/05,NA,bonrip,6c,1618,1619,f,a,1650,128,NA,101,75,population
8/10/05,NA,bonrip,7b,1861,1862,f,j,800,NA,NA,183,75,population
8/10/05,NA,bonrip,8a,1615,1608,f,a,1950,136,NA,100,75,population
8/10/05,NA,bonrip,8c,1867,1868,f,a,1825,NA,NA,962,75,population
8/11/05,NA,bonrip,10a,1615,1608,f,a,2000,NA,NA,100,75,population
8/11/05,NA,bonrip,10b,1865,1866,m,NA,NA,NA,NA,185,75,population
8/11/05,NA,bonrip,10e,1634,1635,f,a,1625,137,NA,106,75,population
8/11/05,NA,bonrip,1b,1848,1847,m,a,1300,NA,NA,177,75,population
8/11/05,NA,bonrip,1c,1923,1924,f,j,630,105,NA,209,75,population
8/11/05,NA,bonrip,2a,1879,1880,f,j,830,NA,NA,189,75,population
8/11/05,NA,bonrip,2d,1925,1926,m,a,1415,141,NA,210,75,population
8/11/05,NA,bonrip,2e,1911,1912,f,j,725,NA,NA,203,75,population
8/11/05,NA,bonrip,3b,1887,1888,m,a,1300,NA,NA,193,75,population
8/11/05,NA,bonrip,3e,1891,1892,f,j,650,NA,NA,195,75,population
8/11/05,NA,bonrip,4b,1899,1820,m,a,2050,NA,NA,163,75,population
8/11/05,NA,bonrip,4c,1903,1904,f,a,1560,NA,NA,199,75,population
8/11/05,NA,bonrip,6a,1921,1922,f,j,710,104,NA,208,75,population
8/11/05,NA,bonrip,6b,1618,1619,f,a,1600,NA,NA,101,75,population
8/11/05,NA,bonrip,6c,1873,1874,f,j,760,NA,NA,187,75,population
8/11/05,NA,bonrip,6d,1919,1920,NA,j,650,NA,NA,207,75,population
8/11/05,NA,bonrip,6e,1875,1876,f,a,1375,NA,NA,188,75,population
8/11/05,NA,bonrip,7a,1917,1918,f,j,825,113,NA,206,75,population
8/11/05,NA,bonrip,7b,1869,1870,f,a,1275,NA,NA,186,75,population
8/11/05,NA,bonrip,8a,1858,1857,f,a,1150,NA,NA,181,75,population
8/11/05,NA,bonrip,8c,1915,1916,f,j,725,112,r front foot injured,205,75,population
8/11/05,NA,bonrip,9a,1913,1914,NA,j,190,60,NA,204,75,population
8/11/05,NA,bonrip,9c,1867,1868,f,a,1750,NA,NA,962,75,population
8/12/05,NA,bonrip,10a,1858,1857,f,a,1200,NA,NA,181,75,population
8/12/05,NA,bonrip,10b,1865,1866,m,a,1110,NA,NA,185,75,population
8/12/05,NA,bonrip,10c,1634,1635,f,a,1490,NA,NA,106,75,population
8/12/05,NA,bonrip,10e,1927,1928,m,j,725,107,NA,211,75,population
8/12/05,NA,bonrip,1e,1911,1912,f,j,730,NA,NA,203,75,population
8/12/05,NA,bonrip,2a,1907,1908,f,j,840,NA,NA,201,75,population
8/12/05,NA,bonrip,2b,1889,1890,f,a,1250,NA,NA,194,75,population
8/12/05,NA,bonrip,2c,1885,1854,m,j,700,NA,NA,192,75,population
8/12/05,NA,bonrip,3b,1879,1880,f,j,790,NA,NA,189,75,population
8/12/05,NA,bonrip,3c,1887,1888,m,a,1240,NA,NA,193,75,population
8/12/05,NA,bonrip,3e,1811,1812,f,a,1440,NA,l hind leg injured,159,75,population
8/12/05,NA,bonrip,4d,1881,1882,f,j,830,NA,NA,190,75,population
8/12/05,NA,bonrip,5d,1905,1906,f,NA,NA,NA,"left front foot injured by mink. mink still around, not shy",965,75,population
8/12/05,NA,bonrip,5e,1875,1876,f,a,1270,NA,NA,188,75,population
8/12/05,NA,bonrip,6c,1510,1515,m,a,1660,NA,NA,92,75,population
8/12/05,NA,bonrip,6d,1873,1874,f,j,750,NA,NA,187,75,population
8/12/05,NA,bonrip,7b,1917,1918,f,j,790,NA,NA,206,75,population
8/12/05,NA,bonrip,8a,1861,1862,f,j,775,NA,NA,183,75,population
8/12/05,NA,bonrip,8d,1915,1916,f,j,750,NA,NA,205,75,population
8/12/05,NA,bonrip,9a,1867,1868,f,a,1725,NA,NA,962,75,population
8/12/05,NA,bonrip,9b,NA,NA,NA,NA,NA,NA,"injured bunny, released, no tags",NA,75,population
8/12/05,NA,bonrip,9c,1929,1930,m,a,1180,138,NA,212,75,population
11/8/05,NA,bonrip,2d,1899,1820,m,a,1730,NA,NA,163,76,population
11/8/05,NA,bonrip,3b,1887,1895,m,a,1580,145,NA,193,76,population
11/8/05,NA,bonrip,5a,1871,1872,m,a,1860,NA,NA,963,76,population
11/8/05,NA,bonrip,6c,1618,1619,f,a,1480,NA,NA,101,76,population
11/8/05,NA,bonrip,6e,1615,1608,f,a,1800,NA,NA,100,76,population
11/8/05,NA,bonrip,8a,1510,1515,m,a,1680,NA,NA,92,76,population
11/9/05,NA,bonrip,2e,1891,1892,f,a,1520,135,NA,195,76,population
11/9/05,NA,bonrip,3a,1887,1895,m,a,1620,NA,NA,193,76,population
11/9/05,NA,bonrip,3b,1879,1880,f,a,1490,135,NA,189,76,population
11/9/05,NA,bonrip,4d,1903,1904,f,a,1490,NA,NA,199,76,population
11/9/05,NA,bonrip,5e,1615,1608,f,a,1580,NA,NA,100,76,population
11/9/05,NA,bonrip,7b,1618,1619,f,a,1400,NA,NA,101,76,population
11/9/05,NA,bonrip,8b,1510,1515,m,a,1600,NA,NA,92,76,population
11/9/05,NA,bonrip,9c,1867,1868,f,a,1560,NA,NA,962,76,population
11/10/05,NA,bonrip,2e,1839,1840,m,a,1510,135,NA,173,76,population
11/10/05,NA,bonrip,3e,1891,1892,f,a,1380,NA,NA,195,76,population
11/10/05,NA,bonrip,4c,1887,1895,m,a,1540,NA,NA,193,76,population
11/10/05,NA,bonrip,4d,1899,1820,m,a,1710,140,NA,163,76,population
11/10/05,NA,bonrip,5d,1615,1608,f,a,1560,NA,NA,100,76,population
11/10/05,NA,bonrip,6a,1871,1872,m,a,1690,NA,NA,963,76,population
11/10/05,NA,bonrip,7a,1879,1880,f,a,1360,133,NA,189,76,population
11/10/05,NA,bonrip,7c,1858,1857,f,a,1580,NA,NA,181,76,population
11/10/05,NA,bonrip,7e,1618,1619,f,a,1500,NA,NA,101,76,population
11/10/05,NA,bonrip,9b,1510,1515,m,a,1580,NA,NA,92,76,population
11/11/05,NA,bonrip,10e,1927,1928,m,a,1370,140,NA,211,76,population
11/11/05,NA,bonrip,1c,1839,1840,m,a,1450,NA,NA,173,76,population
11/11/05,NA,bonrip,1d,1885,1854,m,a,1310,135,NA,192,76,population
11/11/05,NA,bonrip,1e,1891,1892,f,a,1370,NA,NA,195,76,population
11/11/05,NA,bonrip,3c,1903,1904,f,a,1460,NA,NA,199,76,population
11/11/05,NA,bonrip,3d,1899,1820,m,a,1650,NA,NA,163,76,population
11/11/05,NA,bonrip,4a,NA,NA,NA,NA,NA,NA,NA,NA,76,population
11/11/05,NA,bonrip,4b,1887,1895,m,a,1440,NA,NA,193,76,population
11/11/05,NA,bonrip,5c,1615,1608,f,a,1530,NA,NA,100,76,population
11/11/05,NA,bonrip,6b,1875,1876,f,a,1680,NA,NA,188,76,population
11/11/05,NA,bonrip,6d,1871,1872,m,a,1630,NA,NA,963,76,population
11/11/05,NA,bonrip,7b,1510,1515,m,a,1490,NA,NA,92,76,population
11/11/05,NA,bonrip,7e,1858,1857,f,a,1460,NA,NA,181,76,population
11/11/05,NA,bonrip,8a,1510,1515,m,NA,NA,NA,NA,92,76,population
11/11/05,NA,bonrip,8c,1618,1619,f,a,1350,NA,NA,101,76,population
11/11/05,NA,bonrip,8e,1869,1870,f,a,1750,NA,NA,186,76,population
11/11/05,NA,bonrip,9a,1867,1868,f,a,1560,NA,NA,962,76,population
11/11/05,NA,bonrip,9d,1931,1932,f,a,1400,142,NA,213,76,population
4/8/06,NA,bonrip,10a,1865,1866,m,a,1340,138,NA,185,77,population
4/8/06,NA,bonrip,1c,1863,1864,m,a,1360,145,NA,184,77,population
4/8/06,NA,bonrip,2c,1875,1876,f,a,1470,135,NA,188,77,population
4/8/06,NA,bonrip,3c,1841,1842,m,a,1480,138,NA,174,77,population
4/8/06,NA,bonrip,4a,1887,1895,m,a,1550,140,NA,193,77,population
4/8/06,NA,bonrip,4d,1899,1820,m,a,1660,144,NA,163,77,population
4/8/06,NA,bonrip,4e,1903,1904,f,a,1380,136,NA,199,77,population
4/8/06,NA,bonrip,6e,1615,1608,f,a,1530,132,NA,100,77,population
4/8/06,NA,bonrip,7b,1871,1872,m,a,1750,149,NA,963,77,population
4/8/06,NA,bonrip,8b,1618,1619,f,a,1320,NA,NA,101,77,population
4/8/06,NA,bonrip,8d,1510,1515,m,a,1510,NA,NA,92,77,population
4/8/06,NA,bonrip,8e,1869,1870,f,a,1660,NA,NA,186,77,population
4/8/06,NA,bonrip,9b,1510,1515,m,NA,NA,NA,NA,92,77,population
4/9/06,NA,bonrip,10a,1933,1934,f,a,1340,138,NA,214,77,population
4/9/06,NA,bonrip,10b,1931,1932,f,a,1410,NA,NA,213,77,population
4/9/06,NA,bonrip,1e,1848,1847,m,a,1600,140,NA,177,77,population
4/9/06,NA,bonrip,2a,1925,1926,m,a,1550,139,NA,210,77,population
4/9/06,NA,bonrip,2b,1903,1904,f,a,1340,NA,NA,199,77,population
4/9/06,NA,bonrip,2c,1863,1864,m,a,1340,NA,NA,184,77,population
4/9/06,NA,bonrip,3e,1899,1820,m,a,1600,NA,NA,163,77,population
4/9/06,NA,bonrip,4d,1887,1895,m,a,1460,NA,NA,193,77,population
4/9/06,NA,bonrip,4e,1841,1842,m,a,1500,NA,NA,174,77,population
4/9/06,NA,bonrip,5d,1615,1608,f,a,1430,132,NA,100,77,population
4/9/06,NA,bonrip,6c,1875,1876,f,a,1500,133,NA,188,77,population
4/9/06,NA,bonrip,8a,1510,1515,m,a,1530,NA,NA,92,77,population
4/9/06,NA,bonrip,8b,1871,1872,m,a,1590,NA,NA,963,77,population
4/9/06,NA,bonrip,9a,1858,1857,f,a,1475,NA,NA,181,77,population
4/9/06,NA,bonrip,9b,1618,1619,f,a,1350,NA,NA,101,77,population
4/9/06,NA,bonrip,9d,1510,1515,m,NA,NA,NA,NA,92,77,population
4/9/06,NA,bonrip,9e,1869,1870,f,a,1710,NA,NA,186,77,population
4/10/06,NA,bonrip,10a,1865,1866,m,a,1450,NA,NA,185,77,population
4/10/06,NA,bonrip,10b,1933,1934,f,a,1340,NA,NA,214,77,population
4/10/06,NA,bonrip,10c,1929,1930,m,a,1520,135,NA,212,77,population
4/10/06,NA,bonrip,10e,1931,1932,f,a,1360,NA,NA,213,77,population
4/10/06,NA,bonrip,1c,1903,1904,f,a,1340,NA,NA,199,77,population
4/10/06,NA,bonrip,1e,1863,1864,m,a,1280,NA,NA,184,77,population
4/10/06,NA,bonrip,2c,1887,1895,m,a,1450,NA,NA,193,77,population
4/10/06,NA,bonrip,2e,1899,1820,m,NA,NA,NA,NA,163,77,population
4/10/06,NA,bonrip,4e,1899,1820,m,NA,NA,NA,NA,163,77,population
4/10/06,NA,bonrip,5a,1925,1926,m,a,1410,NA,NA,210,77,population
4/10/06,NA,bonrip,5e,1935,1936,f,a,1290,138,NA,215,77,population
4/10/06,NA,bonrip,6a,1875,1876,f,a,1500,NA,NA,188,77,population
4/10/06,NA,bonrip,7a,1937,1938,m,a,1110,119,NA,216,77,population
4/10/06,NA,bonrip,8a,1510,1515,m,a,1450,NA,NA,92,77,population
4/10/06,NA,bonrip,8b,1869,1870,f,a,1625,NA,NA,186,77,population
4/10/06,NA,bonrip,9a,1867,1868,f,a,1470,141,NA,962,77,population
4/10/06,NA,bonrip,9b,1871,1872,m,a,1600,143,NA,963,77,population
4/10/06,NA,bonrip,9d,1618,1619,f,a,1375,NA,NA,101,77,population
4/11/06,NA,bonrip,10b,1929,1930,m,NA,NA,NA,NA,212,77,population
4/11/06,NA,bonrip,10c,1933,1934,f,NA,NA,NA,NA,214,77,population
4/11/06,NA,bonrip,10e,1931,1932,f,NA,NA,NA,NA,213,77,population
4/11/06,NA,bonrip,1b,1863,1864,m,NA,NA,NA,NA,184,77,population
4/11/06,NA,bonrip,1c,1887,1895,m,NA,NA,NA,NA,193,77,population
4/11/06,NA,bonrip,1d,1925,1926,m,NA,NA,NA,NA,210,77,population
4/11/06,NA,bonrip,2a,1899,1820,m,NA,NA,NA,NA,163,77,population
4/11/06,NA,bonrip,2b,1925,1926,m,NA,NA,NA,NA,210,77,population
4/11/06,NA,bonrip,2d,1887,1895,m,NA,NA,NA,NA,193,77,population
4/11/06,NA,bonrip,2e,1848,1847,m,NA,NA,NA,NA,177,77,population
4/11/06,NA,bonrip,3b,1935,1936,f,NA,NA,NA,NA,215,77,population
4/11/06,NA,bonrip,3c,1903,1904,f,NA,NA,NA,NA,199,77,population
4/11/06,NA,bonrip,3d,1875,1876,f,NA,NA,NA,NA,188,77,population
4/11/06,NA,bonrip,4c,1887,1895,m,NA,NA,NA,NA,193,77,population
4/11/06,NA,bonrip,4d,1903,1904,f,NA,NA,NA,NA,199,77,population
4/11/06,NA,bonrip,4e,1899,1820,m,NA,NA,NA,NA,163,77,population
4/11/06,NA,bonrip,5a,1841,1842,m,NA,NA,NA,NA,174,77,population
4/11/06,NA,bonrip,6b,1841,1842,m,NA,NA,NA,NA,174,77,population
4/11/06,NA,bonrip,7a,1937,1938,m,NA,NA,NA,NA,216,77,population
4/11/06,NA,bonrip,7b,1510,1515,m,NA,NA,NA,NA,92,77,population
4/11/06,NA,bonrip,8a,1869,1870,f,NA,NA,NA,NA,186,77,population
4/11/06,NA,bonrip,8c,1618,1619,f,NA,NA,NA,NA,101,77,population
4/11/06,NA,bonrip,9b,1867,1868,f,NA,NA,NA,NA,962,77,population
4/11/06,NA,bonrip,9d,1871,1872,m,NA,NA,NA,NA,963,77,population
8/15/06,NA,bonrip,10a,1933,1934,f,a,1600,135,NA,214,78,population
8/15/06,NA,bonrip,10e,1931,1932,f,a,1450,134,NA,213,78,population
8/15/06,NA,bonrip,1d,1958,1957,f,a,1660,132,NA,226,78,population
8/15/06,NA,bonrip,2e,1955,1956,f,j,720,106,NA,224,78,population
8/15/06,NA,bonrip,3c,1903,1954,f,a,1340,130,NA,200,78,population
8/15/06,NA,bonrip,4d,1949,1951,m,j,860,108,NA,222,78,population
8/15/06,NA,bonrip,5a,1945,1946,f,j,980,114,NA,220,78,population
8/15/06,NA,bonrip,5e,1947,1948,f,j,840,117,NA,221,78,population
8/15/06,NA,bonrip,6b,1943,1944,f,a,1185,135,NA,219,78,population
8/15/06,NA,bonrip,7a,1939,1940,f,a,1180,125,NA,217,78,population
8/15/06,NA,bonrip,7c,1941,1942,f,j,880,110,NA,218,78,population
8/15/06,NA,bonrip,7c,1858,1857,f,a,1620,134,NA,181,78,population
8/15/06,NA,bonrip,7d,1618,1619,f,a,1500,126,NA,101,78,population
8/15/06,NA,bonrip,9d,1869,1870,f,a,1780,143,NA,186,78,population
8/16/06,NA,bonrip,10b,1933,1934,f,NA,NA,NA,NA,214,78,population
8/16/06,NA,bonrip,2b,1969,1970,m,a,1660,139,NA,232,78,population
8/16/06,NA,bonrip,2c,1967,1968,f,j,860,111,NA,231,78,population
8/16/06,NA,bonrip,2e,1885,1854,m,a,1610,136,NA,192,78,population
8/16/06,NA,bonrip,3b,1965,1966,f,j,730,106,NA,230,78,population
8/16/06,NA,bonrip,4a,1903,1954,f,NA,NA,NA,NA,200,78,population
8/16/06,NA,bonrip,4b,1875,1876,f,a,1760,NA,NA,188,78,population
8/16/06,NA,bonrip,6d,1618,1619,f,NA,NA,NA,NA,101,78,population
8/16/06,NA,bonrip,7a,1943,1944,f,NA,NA,NA,NA,219,78,population
8/16/06,NA,bonrip,7d,1858,1857,f,NA,NA,NA,NA,181,78,population
8/16/06,NA,bonrip,8a,1963,1964,f,j,740,111,NA,229,78,population
8/16/06,NA,bonrip,8b,1961,1962,f,a,1350,125,NA,228,78,population
8/16/06,NA,bonrip,9a,1931,1932,f,NA,NA,NA,NA,213,78,population
8/17/06,NA,bonrip,10a,1931,1932,f,NA,NA,NA,NA,213,78,population
8/17/06,NA,bonrip,10b,1933,1934,f,NA,NA,NA,NA,214,78,population
8/17/06,NA,bonrip,10e,1973,1974,f,a,1230,130,NA,233,78,population
8/17/06,NA,bonrip,1c,1989,1990,f,NA,NA,102,NA,241,78,population
8/17/06,NA,bonrip,2d,1958,1957,f,NA,NA,NA,NA,226,78,population
8/17/06,NA,bonrip,4b,1985,1986,NA,NA,NA,NA,NA,239,78,population
8/17/06,NA,bonrip,4c,1903,1954,f,NA,NA,NA,NA,200,78,population
8/17/06,NA,bonrip,4e,1875,1876,f,NA,NA,NA,NA,188,78,population
8/17/06,NA,bonrip,5d,1947,1948,f,NA,NA,NA,NA,221,78,population
8/17/06,NA,bonrip,5e,1949,1951,m,NA,NA,NA,NA,222,78,population
8/17/06,NA,bonrip,6a,1983,1984,f,NA,NA,112,NA,238,78,population
8/17/06,NA,bonrip,6b,1941,1942,f,NA,NA,NA,NA,218,78,population
8/17/06,NA,bonrip,6d,1618,1619,f,NA,NA,NA,NA,101,78,population
8/17/06,NA,bonrip,6e,1981,1982,f,NA,NA,138,NA,237,78,population
8/17/06,NA,bonrip,7a,1977,1978,f,NA,NA,119,NA,235,78,population
8/17/06,NA,bonrip,7b,1858,1857,f,NA,NA,NA,NA,181,78,population
8/17/06,NA,bonrip,7d,1979,1980,f,NA,NA,117,NA,236,78,population
8/17/06,NA,bonrip,8a,1975,1976,f,NA,NA,136,NA,234,78,population
8/17/06,NA,bonrip,8e,1869,1870,f,NA,NA,NA,NA,186,78,population
8/17/06,NA,bonrip,9b,1961,1962,f,NA,NA,NA,NA,228,78,population
8/18/06,NA,bonrip,10a,1931,1932,f,NA,NA,NA,NA,213,78,population
8/18/06,NA,bonrip,10b,1993,1994,NA,NA,NA,NA,NA,243,78,population
8/18/06,NA,bonrip,10b,1995,1996,NA,j,200,68,NA,244,78,population
8/18/06,NA,bonrip,10b,1991,1992,NA,j,160,67,NA,242,78,population
8/18/06,NA,bonrip,10c,1975,1976,f,NA,NA,NA,NA,234,78,population
8/18/06,NA,bonrip,10e,1933,1934,f,NA,NA,NA,NA,214,78,population
8/18/06,NA,bonrip,2b,1957,1958,NA,NA,NA,NA,NA,225,78,population
8/18/06,NA,bonrip,2c,1989,1990,f,NA,NA,NA,NA,241,78,population
8/18/06,NA,bonrip,4a,1903,1954,f,NA,NA,NA,NA,200,78,population
8/18/06,NA,bonrip,4d,2000,2001,f,NA,NA,107,NA,246,78,population
8/18/06,NA,bonrip,5c,1981,1982,f,NA,NA,NA,NA,237,78,population
8/18/06,NA,bonrip,6b,1943,1944,f,NA,NA,NA,NA,219,78,population
8/18/06,NA,bonrip,6d,1618,1619,f,NA,NA,NA,NA,101,78,population
8/18/06,NA,bonrip,7c,1941,1942,f,NA,NA,NA,NA,218,78,population
8/18/06,NA,bonrip,8b,1869,1870,f,NA,NA,NA,NA,186,78,population
8/18/06,NA,bonrip,8c,1939,1940,f,NA,NA,NA,NA,217,78,population
8/18/06,NA,bonrip,9b,1961,1962,f,NA,NA,NA,NA,228,78,population
8/19/06,NA,bonrip,10b,1933,1934,f,a,1260,NA,NA,214,78,population
8/19/06,NA,bonrip,1c,1955,1956,f,j,810,NA,NA,224,78,population
8/19/06,NA,bonrip,3b,1965,1966,f,j,780,NA,NA,230,78,population
8/19/06,NA,bonrip,4b,1903,1954,f,a,1370,NA,NA,200,78,population
8/19/06,NA,bonrip,5e,1947,1948,f,j,920,NA,NA,221,78,population
8/19/06,NA,bonrip,6a,1943,1944,f,a,1110,NA,NA,219,78,population
8/19/06,NA,bonrip,6b,1958,1957,f,a,1510,NA,NA,226,78,population
8/19/06,NA,bonrip,6c,2002,2003,m,a,1000,121,NA,247,78,population
8/19/06,NA,bonrip,7a,1510,1515,m,a,1660,NA,NA,92,78,population
8/19/06,NA,bonrip,8a,1939,1940,f,a,1110,NA,NA,217,78,population
8/19/06,NA,bonrip,8d,1961,1962,f,a,1230,NA,NA,228,78,population
8/19/06,NA,bonrip,9a,1931,1932,f,a,1320,NA,NA,213,78,population
11/14/06,NA,bonrip,2d,1989,1990,f,a,1200,NA,NA,241,79,population
11/14/06,NA,bonrip,4c,2000,2001,f,a,1560,NA,NA,246,79,population
11/14/06,NA,bonrip,5b,1875,1876,f,a,1760,NA,NA,188,79,population
11/14/06,NA,bonrip,6e,1945,1946,f,a,1650,NA,NA,220,79,population
11/14/06,NA,bonrip,8a,1510,1515,m,a,1700,NA,NA,92,79,population
11/14/06,NA,bonrip,9b,1975,1976,f,a,1550,NA,NA,234,79,population
11/15/06,NA,bonrip,10b,1961,1962,f,a,1540,NA,NA,228,79,population
11/15/06,NA,bonrip,1c,1989,1990,f,a,1140,NA,NA,241,79,population
11/15/06,NA,bonrip,2d,2090,2095,f,a,1290,143,NA,288,79,population
11/15/06,NA,bonrip,3e,2000,2001,f,a,1530,NA,NA,246,79,population
11/15/06,NA,bonrip,4d,2084,2098,f,a,1430,141,NA,284,79,population
11/15/06,NA,bonrip,6d,1941,1942,f,a,1540,NA,NA,218,79,population
11/15/06,NA,bonrip,7e,1510,1515,m,a,1740,NA,NA,92,79,population
11/16/06,NA,bonrip,10b,1961,1962,f,a,1520,NA,NA,228,79,population
11/16/06,NA,bonrip,2c,2000,2001,f,a,1420,NA,NA,246,79,population
11/16/06,NA,bonrip,2d,1989,1990,f,a,1060,NA,NA,241,79,population
11/16/06,NA,bonrip,3e,1875,1876,f,a,1810,NA,NA,188,79,population
11/16/06,NA,bonrip,6c,1945,1946,f,a,1820,NA,NA,220,79,population
11/16/06,NA,bonrip,6d,1941,1942,f,a,1440,NA,NA,218,79,population
11/16/06,NA,bonrip,7d,1510,1515,m,a,1620,NA,NA,92,79,population
11/16/06,NA,bonrip,8a,1858,1857,f,a,1640,NA,NA,181,79,population
11/17/06,NA,bonrip,10b,1929,1930,m,a,1580,NA,NA,212,79,population
11/17/06,NA,bonrip,10c,1931,1932,f,a,1420,NA,NA,213,79,population
11/17/06,NA,bonrip,2b,2084,2098,f,a,1390,NA,NA,284,79,population
11/17/06,NA,bonrip,4a,1945,1946,f,a,1550,NA,NA,220,79,population
11/17/06,NA,bonrip,4d,2000,2001,f,a,1310,NA,NA,246,79,population
11/17/06,NA,bonrip,4e,1989,1990,f,a,1090,NA,dead in trap,241,79,population
11/17/06,NA,bonrip,6a,1941,1942,f,a,1370,NA,NA,218,79,population
11/17/06,NA,bonrip,6b,1875,1876,f,a,1710,NA,NA,188,79,population
11/17/06,NA,bonrip,7a,2049,2050,f,a,1440,138,NA,271,79,population
11/17/06,NA,bonrip,8c,1858,1857,f,a,1600,NA,NA,181,79,population
2/20/07,NA,bonrip,1c,2000,2001,f,NA,1480,142,NA,246,80,population
2/20/07,NA,bonrip,2a,2006,2007,f,NA,1620,135,NA,249,80,population
2/20/07,NA,bonrip,3d,2084,2098,f,NA,1560,140,NA,284,80,population
2/20/07,NA,bonrip,4c,1947,1948,f,NA,1520,138,NA,221,80,population
2/20/07,NA,bonrip,4d,2002,2003,m,NA,1560,140,NA,247,80,population
2/20/07,NA,bonrip,6c,1941,1942,f,NA,1600,138,NA,218,80,population
2/20/07,NA,bonrip,7c,1945,1946,f,NA,1600,136,NA,220,80,population
2/20/07,NA,bonrip,9c,1975,1976,f,NA,1580,145,NA,234,80,population
2/21/07,NA,bonrip,10c,1973,1974,f,NA,NA,NA,NA,233,80,population
2/21/07,NA,bonrip,1b,2000,2001,f,NA,1400,NA,NA,246,80,population
2/21/07,NA,bonrip,3e,2002,2003,m,NA,1480,NA,NA,247,80,population
2/21/07,NA,bonrip,4b,1947,1948,f,NA,1480,NA,NA,221,80,population
2/21/07,NA,bonrip,4d,2084,2098,f,NA,1330,NA,NA,284,80,population
2/21/07,NA,bonrip,6a,2009,2010,f,NA,1320,138,NA,251,80,population
2/21/07,NA,bonrip,6c,1941,1942,f,NA,1560,NA,NA,218,80,population
2/21/07,NA,bonrip,8d,2013,2051,f,NA,1480,150,NA,253,80,population
2/21/07,NA,bonrip,9a,1510,1515,m,NA,1560,NA,NA,92,80,population
2/21/07,NA,bonrip,9c,1975,1976,f,NA,1520,NA,NA,234,80,population
2/22/07,NA,bonrip,10a,1973,1974,f,NA,1500,NA,NA,233,80,population
2/22/07,NA,bonrip,1b,2014,2015,m,NA,1280,132,NA,254,80,population
2/22/07,NA,bonrip,2b,2006,2007,f,NA,1580,NA,NA,249,80,population
2/22/07,NA,bonrip,2e,2000,2001,f,NA,1440,NA,NA,246,80,population
2/22/07,NA,bonrip,4c,1947,1948,f,NA,NA,NA,NA,221,80,population
2/22/07,NA,bonrip,4d,2084,2098,f,NA,NA,NA,NA,284,80,population
2/22/07,NA,bonrip,5c,2002,2003,m,NA,NA,NA,NA,247,80,population
2/22/07,NA,bonrip,6a,1941,1942,f,NA,1460,NA,NA,218,80,population
2/22/07,NA,bonrip,6d,2016,2017,f,NA,1360,135,NA,255,80,population
2/22/07,NA,bonrip,7c,1945,1946,f,NA,NA,NA,NA,220,80,population
2/22/07,NA,bonrip,8a,1510,1515,m,NA,1540,NA,NA,92,80,population
2/22/07,NA,bonrip,9b,1975,1976,f,NA,NA,NA,NA,234,80,population
2/23/07,NA,bonrip,NA,1933,1934,f,NA,NA,NA,dead,214,80,population
2/23/07,NA,bonrip,10a,1975,1976,f,NA,1430,NA,NA,234,80,population
2/23/07,NA,bonrip,10b,1973,1974,f,NA,1530,NA,NA,233,80,population
2/23/07,NA,bonrip,1c,2000,2001,f,NA,1380,NA,NA,246,80,population
2/23/07,NA,bonrip,2e,2006,2007,f,NA,1460,NA,NA,249,80,population
2/23/07,NA,bonrip,4c,1947,1948,f,NA,1380,NA,NA,221,80,population
2/23/07,NA,bonrip,4d,2012,2054,f,NA,1300,130,NA,252,80,population
2/23/07,NA,bonrip,4e,2084,2098,f,NA,1340,NA,NA,284,80,population
2/23/07,NA,bonrip,5c,2002,2003,m,NA,1400,NA,NA,247,80,population
